variable-wise	1	8308.05351901	8148.72115111	7633.20015383	8429.24198008	7673.89333296
variable-wise	2	3987.19063306	4116.99997687	4222.1321981	3720.09941697	4183.75100708
variable-wise	4	2154.31337786	2146.7168901	2081.78857303	1871.96088791	2038.91413188
variable-wise	8	1447.22406793	1120.96181202	1160.78183413	1173.81600404	1119.25651097
hybrid	1	8308.05351901	8148.72115111	7633.20015383	8429.24198008	7673.89333296
hybrid	2	3987.19063306	4116.99997687	4222.1321981	3720.09941697	4183.75100708
hybrid	4	2154.31337786	2146.7168901	2081.78857303	1871.96088791	2038.91413188
hybrid	8	1447.22406793	1120.96181202	1160.78183413	1173.81600404	1119.25651097
hybrid	16	693.686388016	694.483409166	549.249729156	572.558007956	555.520947933
hybrid	32	458.200815916	380.304203033	377.545804977	374.631391048	373.050106049
hybrid	64	236.105068922	234.77415204	236.462028027	233.836086988	236.177215099
set-wise	1	8308.05351901	8148.72115111	7633.20015383	8429.24198008	7673.89333296
set-wise	2	4375.1553638	4542.39307594	4518.0642159	4168.31300712	4545.47397208
set-wise	4	2630.88615799	2708.313555	2589.86826205	2293.54523492	2559.15534401
set-wise	8	1630.93225098	1666.94855714	1622.07829595	1615.98294497	1615.32283211
set-wise	16	958.59595108	1145.41427183	1169.18682599	950.591707945	957.352526903
set-wise	32	964.788658142	867.720776081	875.412158012	843.813932896	844.395055056
set-wise	64	699.46677804	696.512276888	696.505278826	701.856605053	700.206696987

