variable-wise	1	644.131113052	648.377866983	644.395806074	658.830291986	636.554588079
variable-wise	2	357.141149044	343.963953972	348.168649912	346.614228964	347.144645929
variable-wise	4	196.932705879	194.886327982	200.255997896	196.562443972	199.261623859
variable-wise	8	104.038218021	102.755698919	101.693804026	97.1984448433	96.2970149517
hybrid	1	644.131113052	648.377866983	644.395806074	658.830291986	636.554588079
hybrid	2	357.141149044	343.963953972	348.168649912	346.614228964	347.144645929
hybrid	4	196.932705879	194.886327982	200.255997896	196.562443972	199.261623859
hybrid	8	104.038218021	102.755698919	101.693804026	97.1984448433	96.2970149517
hybrid	16	64.3723120689	66.8943178654	65.655411005	58.1307418346	59.9113428593
hybrid	32	37.8849239349	39.2255179882	44.0632109642	43.2620818615	34.8603100777
hybrid	64	24.8836688995	24.7791969776	24.9311459064	24.7790439129	25.6000730991
set-wise	1	644.131113052	648.377866983	644.395806074	658.830291986	636.554588079
set-wise	2	373.469026089	373.681731939	373.295664072	375.10223293	375.10223293
set-wise	4	244.215740919	241.095221996	243.411699057	243.230157852	244.647114992
set-wise	8	162.723235846	162.484980106	162.352961063	162.476115942	160.336029053
set-wise	16	108.558041096	107.482624054	105.27757597	105.447592974	105.396144152
set-wise	32	86.9197621346	86.838944912	86.6644470692	87.1120829582	87.0616400242
set-wise	64	90.2914450169	91.251333952	91.6728310585	91.9624388218	92.9502110481

