variable-wise	1	1209.293751	1139.75666189	1163.02522182	1172.76617408	1158.84610105
variable-wise	2	653.973417044	693.97694397	677.371866941	691.736927032	652.117571831
variable-wise	4	353.210737228	335.064625025	337.400263071	345.496176004	386.569488049
hybrid	1	1209.293751	1139.75666189	1163.02522182	1172.76617408	1158.84610105
hybrid	2	653.973417044	693.97694397	677.371866941	691.736927032	652.117571831
hybrid	4	353.210737228	335.064625025	337.400263071	345.496176004	386.569488049
hybrid	8	202.323354006	188.185290813	200.419940948	226.554743052	216.54515481
hybrid	16	121.33757782	124.237725973	144.152916193	127.659096003	127.490044117
hybrid	21	91.6836102009	91.8363008499	90.2947731018	88.1965281963	91.2173669338
set-wise	1	1209.293751	1139.75666189	1163.02522182	1172.76617408	1158.84610105
set-wise	2	741.463854074	690.789844036	704.542666912	692.945149899	682.776774168
set-wise	4	398.30678916	399.956979036	402.178733826	386.924540997	393.989901066
set-wise	8	279.085683107	269.97381115	274.942068815	277.962319851	282.370697975
set-wise	16	217.019567966	210.696928978	211.425134897	212.20719409	217.192596197
set-wise	21	182.912348032	187.000968933	183.950368881	200.100614786	186.718488932
